,0,0,1,2,3,4,5,0,0
65,2019-03-30,17.194,0.0,0.0,0.0,0.0,0.0,23.085,26.562426
66,2019-03-31,23.085,1.5,4.7,4.1,2.5,2.5,23.068,26.562426
67,2019-04-01,23.068,0.0,0.0,0.4000000000000001,0.5,0.5,23.108,26.562426
68,2019-04-02,23.108,0.0,0.0,0.0,0.0,0.0,17.845,26.562426
69,2019-04-03,17.845,0.0,0.0,0.0,0.0,0.0,11.912,26.562426
70,2019-04-04,11.912,0.0,0.0,0.0,0.0,0.0,17.868,26.562426
71,2019-04-05,17.868,0.0,0.0,0.0,0.0,0.0,11.958,26.562426
72,2019-04-06,11.958,0.0,0.1,0.0,0.0,0.0,17.863,26.562426
73,2019-04-07,17.863,0.9,7.599999999999999,5.500000000000001,4.0,13.5,23.67,26.562426
74,2019-04-08,23.67,0.0,0.0,0.0,0.0,0.0,11.974,26.562426
75,2019-04-09,11.974,0.0,0.0,0.0,0.0,0.0,18.098,26.562426
76,2019-04-10,18.098,7.2,14.7,11.5,7.0,17.0,30.079999999999995,26.562426
77,2019-04-11,30.079999999999995,31.2,11.3,4.3,2.0,3.0,24.209,26.562426
78,2019-04-12,24.209,0.0,0.0,0.0,0.0,0.0,23.774,26.562426
79,2019-04-13,23.774,0.0,0.0,0.0,0.0,0.0,29.607,26.562426
80,2019-04-14,29.607,0.0,0.0,0.0,0.0,0.0,23.689,26.562426
81,2019-04-15,23.689,1.0,0.3,1.9,4.0,1.0,35.481,26.562426
82,2019-04-16,35.481,0.0,0.0,0.0,0.0,0.0,28.996999999999996,26.562426
83,2019-04-17,28.996999999999996,0.0,0.0,0.0,0.0,0.0,23.111,26.562426
84,2019-04-18,23.111,0.0,0.0,0.0,0.0,0.0,34.859,26.562426
85,2019-04-19,34.859,0.0,0.0,0.0,0.0,0.0,23.212,26.562426
86,2019-04-20,23.212,0.0,0.0,0.0,0.0,0.0,23.302,26.562426
87,2019-04-21,23.302,0.0,0.0,0.3,0.2,0.0,29.509,26.562426
88,2019-04-22,29.509,0.0,0.0,0.3,0.1,0.0,17.823,26.562426
89,2019-04-23,17.823,0.0,0.0,0.0,0.0,0.0,23.633,26.562426
90,2019-04-24,23.633,0.0,0.0,0.0,0.0,0.0,17.895,26.562426
91,2019-04-25,17.895,2.5,5.3,5.4,8.0,5.5,41.062,26.562426
92,2019-04-26,41.062,12.1,6.4,16.1,15.5,11.5,29.278999999999996,26.562426
93,2019-04-27,29.278999999999996,26.000000000000004,12.5,3.9,3.0,6.5,34.903,26.562426
94,2019-04-28,34.903,0.0,0.0,0.0,0.0,0.0,52.935,26.562426
95,2019-04-29,52.935,0.0,0.0,0.20000000000000004,0.1,0.1,47.076,26.562426
96,2019-04-30,47.076,0.0,1.7,0.0,0.0,0.0,41.227,26.562426
97,2019-05-01,41.227,0.0,0.0,0.0,0.0,0.0,35.373,26.562426
98,2019-05-02,35.373,0.0,0.0,0.0,0.0,0.0,27.485,26.562426
99,2019-05-03,27.485,0.0,0.0,0.0,0.0,0.0,21.869,26.562426
100,2019-05-04,21.869,0.0,0.0,0.0,0.0,0.0,22.366,26.562426
101,2019-05-05,22.366,0.0,0.0,0.0,0.0,0.0,28.597,26.562426
102,2019-05-06,28.597,0.0,0.0,0.0,0.0,0.0,11.505,26.562426
103,2019-05-07,11.505,0.9,0.0,0.0,0.0,0.0,17.54,26.562426
104,2019-05-08,17.54,0.0,0.0,0.0,0.0,0.0,6.392,26.562426
105,2019-05-09,6.392,0.0,0.0,0.0,0.0,0.0,12.313,26.562426
106,2019-05-10,12.313,0.0,0.0,0.0,0.0,0.0,12.558,26.562426
107,2019-05-11,12.558,0.0,0.0,0.0,0.0,0.0,12.891,26.562426
108,2019-05-12,12.891,0.0,0.0,0.0,0.0,0.0,12.537,26.562426
109,2019-05-13,12.537,0.0,1.5,0.0,0.0,0.0,7.72,26.562426
110,2019-05-14,7.72,0.0,0.1,0.0,0.0,0.0,8.081,26.562426
111,2019-05-15,8.081,0.0,0.0,0.0,0.0,0.0,13.98,26.562426
112,2019-05-16,13.98,0.0,0.0,0.0,0.0,0.0,6.592,26.562426
113,2019-05-17,6.592,0.0,0.0,0.0,0.0,0.0,1.1,26.562426
114,2019-05-18,1.1,0.0,0.0,0.0,0.0,0.0,12.551,26.562426
115,2019-05-19,12.551,0.0,0.0,0.0,0.0,0.0,7.882999999999999,26.562426
116,2019-05-20,7.882999999999999,0.8,1.4,15.1,5.0,7.5,8.233,26.562426
117,2019-05-21,8.233,0.0,0.6,0.4000000000000001,3.5,3.0,8.472,26.562426
118,2019-05-22,8.472,0.0,0.0,0.0,0.0,0.0,14.162,26.562426
119,2019-05-23,14.162,0.0,0.0,0.0,0.0,0.0,3.41,26.562426
120,2019-05-24,3.41,0.0,0.0,0.0,0.0,0.0,9.021,26.562426
121,2019-05-25,9.021,0.0,0.0,0.0,0.0,0.0,3.794,26.562426
122,2019-05-26,3.794,0.0,0.0,0.0,0.0,0.0,9.406,26.562426
123,2019-05-27,9.406,0.0,0.0,0.0,0.0,0.0,4.255,26.562426
124,2019-05-28,4.255,4.0,2.0,11.6,4.0,4.5,4.467,26.562426
125,2019-05-29,4.467,0.0,0.0,0.0,0.0,0.0,4.723,26.562426
126,2019-05-30,4.723,0.0,0.0,0.0,0.0,0.0,4.91,26.562426
127,2019-05-31,4.91,0.0,0.0,0.0,0.0,0.0,5.094,26.562426
128,2019-06-01,5.094,0.0,0.0,0.0,0.0,0.0,0.0,26.562426
129,2019-06-02,0.0,0.0,0.0,0.0,0.0,0.0,5.463,26.562426
130,2019-06-03,5.463,0.0,0.0,0.0,0.0,0.0,5.683,26.562426
131,2019-06-04,5.683,0.0,0.0,0.0,0.0,0.0,0.69,26.562426
132,2019-06-05,0.69,0.0,0.0,0.0,0.0,0.0,6.187,26.562426
133,2019-06-06,6.187,0.0,0.0,0.0,0.0,0.0,1.226,26.562426
134,2019-06-07,1.226,8.2,14.3,4.3,8.0,7.0,1.493,26.562426
135,2019-06-08,1.493,44.0,93.89999999999999,24.6,26.0,34.5,43.203,26.562426
136,2019-06-09,43.203,0.0,0.0,0.0,0.0,0.0,53.705,26.562426
137,2019-06-10,53.705,2.7,2.8999999999999995,2.2,6.5,5.5,33.013,26.562426
138,2019-06-11,33.013,1.6,5.5,2.4,0.0,5.5,17.518,26.562426
139,2019-06-12,17.518,0.1,1.1,0.0,0.0,0.0,2.249,26.562426
140,2019-06-13,2.249,0.0,0.0,0.0,0.0,0.0,28.216,26.562426
141,2019-06-14,28.216,0.0,0.0,0.0,0.0,0.0,7.758,26.562426
142,2019-06-15,7.758,0.0,4.8,0.0,0.0,0.0,13.115,26.562426
143,2019-06-16,13.115,21.7,21.6,10.3,4.0,1.5,23.464,26.562426
144,2019-06-17,23.464,0.6,11.1,0.0,0.0,0.0,8.399,26.562426
145,2019-06-18,8.399,0.0,0.0,0.0,0.0,0.0,23.811,26.562426
146,2019-06-19,23.811,3.2,8.2,15.5,14.5,8.5,28.776,26.562426
147,2019-06-20,28.776,8.2,0.1,0.3,15.5,0.5,24.09,26.562426
148,2019-06-21,24.09,0.0,0.0,0.0,0.0,0.0,34.397,26.562426
149,2019-06-22,34.397,0.3,1.0,15.3,13.5,0.1,24.09,26.562426
150,2019-06-23,24.09,0.0,0.0,0.0,0.0,0.0,34.397,26.562426
151,2019-06-24,34.397,0.9,0.2,0.0,0.0,0.0,14.608,26.562426
152,2019-06-25,14.608,0.1,0.0,1.2,0.2,0.0,44.612,26.562426
153,2019-06-26,44.612,0.0,0.0,0.0,0.0,0.0,9.988,26.562426
154,2019-06-27,9.988,0.0,2.0,0.0,0.0,0.5,10.13,26.562426
155,2019-06-28,10.13,0.0,0.6,0.0,0.3,1.5,10.43,26.562426
156,2019-06-29,10.43,2.3,0.0,0.10000000000000002,6.0,0.0,0.758,26.562426
157,2019-06-30,0.758,3.9,1.2,0.20000000000000004,2.5,0.5,10.799,26.562426
158,2019-07-01,10.799,0.0,0.0,0.0,0.0,0.0,11.012,26.562426
159,2019-07-02,11.012,0.0,0.0,0.0,0.0,0.0,9.178,26.562426
160,2019-07-03,9.178,0.0,0.0,0.0,0.0,0.0,4.518,26.562426
161,2019-07-04,4.518,0.0,3.0,0.0,0.0,0.0,4.71,26.562426
162,2019-07-05,4.71,0.0,0.0,0.0,0.0,0.0,4.906,26.562426
163,2019-07-06,4.906,0.0,0.0,0.0,0.0,0.0,5.18,26.562426
164,2019-07-07,5.18,0.0,0.7,0.0,0.0,0.0,5.326,26.562426
165,2019-07-08,5.326,0.8,3.4999999999999996,0.0,0.0,0.0,0.751,26.562426
166,2019-07-09,0.751,4.4,7.299999999999999,0.0,0.0,0.0,0.9970000000000001,26.562426
167,2019-07-10,0.9970000000000001,0.0,1.8999999999999997,0.0,0.0,0.0,1.28,26.562426
168,2019-07-11,1.28,26.1,29.6,8.9,6.5,9.1,6.277,26.562426
169,2019-07-12,6.277,92.5,62.0,3.7,4.0,5.5,77.418,26.562426
170,2019-07-13,77.418,0.0,0.0,0.0,0.3,0.0,86.885,26.562426
